date	promotion_bucket	comparison_owner	bullish_pocket	bullish_pocket_confirmed	bullish_pocket_label	above_200dma_flag	slope_60	drawdown_20	live_probability	shadow_probability	confidence_gap_delta	future_return_20d	future_return_60d
2022-11-11	shadow_blocked_live_selected	live	False	False	outside_bullish_pocket	0.0	-0.00012217825882216243	0.0	0.5167	0.5008	-0.0615	-0.11468333223200122	-0.03742802519921151
2022-11-14	live_selected_shadow_idle	live	False	False	slope_60_positive_only	0.0	0.00034618424726668985	-0.0118	0.507	0.5002	-0.0525	-0.10585945662112406	-0.03172546330851456
2022-11-15	shadow_blocked_live_selected	live	False	False	slope_60_positive_only	0.0	0.0013157852763272379	0.0	0.5127	0.5007	-0.0577	-0.13486526984661285	-0.04722661829316055
2022-11-16	live_selected_shadow_idle	live	False	False	slope_60_positive_only	0.0	0.00028842157999650435	-0.067	0.5181	0.5004	-0.0633	-0.11601831391673778	0.054357071870206664
2022-11-17	live_selected_shadow_idle	live	False	False	slope_60_positive_only	0.0	0.0001224554259894687	-0.0691	0.5011	0.4999	-0.0469	-0.11355127328993087	0.05277491293054393
2022-11-21	live_selected_shadow_idle	live	False	False	outside_bullish_pocket	0.0	-0.00013648222650681775	-0.0941	0.4762	0.499	-0.0229	-0.11336598249710639	0.0323652638044023
2022-11-28	live_selected_shadow_idle	live	False	False	outside_bullish_pocket	0.0	-0.00045996236976533213	-0.1165	0.4677	0.4986	-0.0147	-0.10278026084728842	0.043587449420193325
2022-11-29	live_selected_shadow_idle	live	False	False	outside_bullish_pocket	0.0	-0.00036191130141782025	-0.1265	0.4654	0.4986	-0.0124	-0.1088534128495644	0.05043546168115065
2022-11-30	live_selected_shadow_idle	live	False	False	slope_60_positive_only	0.0	0.0007147332926377518	-0.0864	0.4928	0.4998	-0.0386	-0.12142237319556226	0.0029487973017485736
2022-12-01	live_selected_shadow_idle	live	False	False	slope_60_positive_only	0.0	0.0001478278225572153	-0.1206	0.4699	0.4989	-0.0167	-0.09929720615540472	0.03333931191497874
2022-12-02	live_selected_shadow_idle	live	False	False	outside_bullish_pocket	0.0	-0.00021501739314960428	-0.1334	0.4716	0.4988	-0.0184	-0.07882226315355467	0.03200438899475189
2022-12-05	live_selected_shadow_idle	live	False	False	outside_bullish_pocket	0.0	-0.0010169395133006632	-0.1436	0.4633	0.4985	-0.0104	0.0029607669263775893	0.050703142437998006
2022-12-06	live_selected_shadow_idle	live	False	False	outside_bullish_pocket	0.0	-0.0012727911715122368	-0.1493	0.4588	0.4984	-0.006	0.01918775658422578	0.058681101117191714
2022-12-08	live_selected_shadow_idle	live	False	False	slope_60_positive_only	0.0	0.0006432953529648863	-0.1252	0.4618	0.4987	-0.0088	0.02101448969890085	0.030615916727371184
2022-12-09	live_selected_shadow_idle	live	False	False	slope_60_positive_only	0.0	0.0006756845574500107	-0.1304	0.4576	0.4983	-0.0049	0.042646258395097725	0.01330416541729007
2022-12-13	live_selected_shadow_idle	live	False	False	slope_60_positive_only	0.0	0.0009753739909043712	-0.1246	0.4612	0.4986	-0.0083	0.03674870958753407	-0.02425778623953656
2023-01-06	live_selected_shadow_idle	live	False	False	slope_60_positive_only	0.0	0.0009234806395749621	0.0	0.5058	0.5006	-0.0509	0.05654393268608238	0.008807468662467066
2023-01-23	live_selected_shadow_idle	live	True	True	above_200dma_and_slope_60_positive	1.0	0.0016866564569043045	0.0	0.4988	0.5003	-0.0441	-0.06826271823900443	-0.01892588441800447
2023-02-06	live_selected_shadow_idle	live	True	True	above_200dma_and_slope_60_positive	1.0	0.0007066686142986889	-0.0609	0.4597	0.4982	-0.0071	-0.07369120044478938	0.01550517359575676
2023-02-08	live_selected_shadow_idle	live	True	False	above_200dma	1.0	-5.531711990084768e-06	-0.0567	0.4753	0.4988	-0.0221	-0.07717844856230549	0.016265552568237807
2023-02-09	live_selected_shadow_idle	live	True	False	above_200dma	1.0	-0.0006357739433700438	-0.0578	0.4692	0.4987	-0.0161	-0.08723828470217665	0.01146558031256184
2023-02-10	live_selected_shadow_idle	live	True	False	above_200dma	1.0	-0.0005373269938554692	-0.0634	0.4572	0.4983	-0.0046	-0.09896352723414548	0.018555677298801587
2023-02-13	live_selected_shadow_idle	live	True	False	above_200dma	1.0	-0.0008063033041144122	-0.0587	0.4562	0.4983	-0.0036	-0.09730536556976777	-0.0021622963361203063
2023-02-16	live_selected_shadow_idle	live	True	True	above_200dma_and_slope_60_positive	1.0	0.00041306938606666677	-0.0598	0.4576	0.4982	-0.005	-0.056452946423290906	0.07643630659290856
2023-02-21	live_selected_shadow_idle	live	False	False	outside_bullish_pocket	0.0	-0.00029255626418083955	-0.0982	0.4594	0.4982	-0.0068	0.017881989952776012	0.12708333140170125
2023-03-16	live_selected_shadow_idle	live	False	False	slope_60_positive_only	0.0	0.0013814973774412432	-0.058	0.4596	0.4984	-0.0068	0.1071239421244945	0.19232804157878425
2023-03-28	live_selected_shadow_idle	live	True	True	above_200dma_and_slope_60_positive	1.0	0.0026222116595840134	-0.0336	0.4655	0.4986	-0.0125	0.029352255639291336	0.10121457698301195
2023-03-29	shadow_blocked_live_selected	live	True	True	above_200dma_and_slope_60_positive	1.0	0.004000778783369633	0.0	0.5042	0.5009	-0.0489	-0.025810503084957803	0.030059741976618426
2023-03-31	live_selected_shadow_idle	live	True	True	above_200dma_and_slope_60_positive	1.0	0.001788571895629043	-0.0504	0.4957	0.4997	-0.0416	0.03331120842642221	0.11153462918822488
2023-04-04	live_selected_shadow_idle	live	True	True	above_200dma_and_slope_60_positive	1.0	0.00014614848587886088	-0.0987	0.4918	0.4995	-0.0379	0.06355857098923745	0.10197311167990764
2023-04-05	live_selected_shadow_idle	live	False	False	slope_60_positive_only	0.0	0.00019403989421089561	-0.1026	0.4591	0.4984	-0.0064	0.0612065562215256	0.12065943551178049
2023-04-06	live_selected_shadow_idle	live	True	True	above_200dma_and_slope_60_positive	1.0	0.00038872001377585617	-0.0784	0.4795	0.4992	-0.026	0.045594229957840904	0.05976775816122726
2023-04-10	shadow_blocked_live_selected	live	True	True	above_200dma_and_slope_60_positive	1.0	0.0014322384690738173	-0.0042	0.5103	0.5009	-0.0551	-0.037932693354112534	-0.03224278332176023
2023-04-11	live_selected_shadow_idle	live	True	True	above_200dma_and_slope_60_positive	1.0	0.001739412029147447	0.0	0.5102	0.5006	-0.0552	-0.041529013722228836	-0.045933587902519
2023-04-12	live_selected_shadow_idle	live	True	True	above_200dma_and_slope_60_positive	1.0	0.001411109207483833	-0.0253	0.5053	0.5002	-0.0508	-0.031794664866280575	0.008392518809671623
2023-04-13	live_selected_shadow_idle	live	True	True	above_200dma_and_slope_60_positive	1.0	0.0017119755505904314	-0.009	0.5009	0.5	-0.0465	-0.022063482375372034	0.009523785303509502
2023-04-19	live_selected_shadow_idle	live	True	False	above_200dma	1.0	-0.00031845452031046645	-0.0459	0.4599	0.4984	-0.0071	0.07040390001052899	0.07436112156247976
2023-04-20	live_selected_shadow_idle	live	True	True	above_200dma_and_slope_60_positive	1.0	5.43244633410526e-05	-0.0332	0.4725	0.4989	-0.0192	0.09941426458457592	0.05662224875972677
2023-04-21	live_selected_shadow_idle	live	True	False	above_200dma	1.0	-0.00011141038762268648	-0.0384	0.4595	0.4985	-0.0067	0.11516435429120353	0.06265332814389746
2023-05-01	live_selected_shadow_idle	live	True	False	above_200dma	1.0	-0.00021776380452028418	-0.0312	0.4746	0.499	-0.0213	0.14979958614051614	0.13985567656946185
2023-05-02	live_selected_shadow_idle	live	True	False	above_200dma	1.0	-0.00013675520266274906	-0.0382	0.4729	0.4989	-0.0196	0.10177698331282592	0.1502422486770889
2023-05-03	live_selected_shadow_idle	live	True	True	above_200dma_and_slope_60_positive	1.0	0.0002564366109055231	-0.0536	0.468	0.4986	-0.015	0.13429644575554955	0.1720571263912356
2023-05-04	live_selected_shadow_idle	live	True	False	above_200dma	1.0	-0.0004403394728609881	-0.0598	0.4606	0.4984	-0.0078	0.14311684163987737	0.16939355642073584
2023-05-05	live_selected_shadow_idle	live	True	True	above_200dma_and_slope_60_positive	1.0	0.00026891142738276014	-0.0486	0.4619	0.4985	-0.009	0.10681034051484528	0.11334311087037952
2023-05-18	live_selected_shadow_idle	live	True	True	above_200dma_and_slope_60_positive	1.0	0.0028410628668607144	0.0	0.4952	0.5003	-0.0405	0.001332010769448777	-0.03315077510561415
2023-05-26	shadow_blocked_live_selected	live	True	True	above_200dma_and_slope_60_positive	1.0	0.004501962771796997	0.0	0.5221	0.5013	-0.0664	-0.09657783525193053	-0.1182199083956672
2023-05-30	live_selected_shadow_idle	live	True	True	above_200dma_and_slope_60_positive	1.0	0.003886119539563726	-0.0303	0.5029	0.5002	-0.0484	-0.0644441705851253	-0.11159162424685143
2023-05-31	live_selected_shadow_idle	live	True	True	above_200dma_and_slope_60_positive	1.0	0.003039668876222394	-0.0775	0.5015	0.4999	-0.0473	-0.056744798978869304	-0.06568908985346411
2023-06-01	live_selected_shadow_idle	live	True	True	above_200dma_and_slope_60_positive	1.0	0.0036324401148731143	-0.0655	0.5018	0.5	-0.0475	-0.08655371319305583	-0.05471123143226786
2023-06-02	live_selected_shadow_idle	live	True	True	above_200dma_and_slope_60_positive	1.0	0.003257460801779333	-0.0644	0.4987	0.4998	-0.0445	-0.07618905280573551	-0.03599823521301526
2023-06-09	live_selected_shadow_idle	live	True	True	above_200dma_and_slope_60_positive	1.0	0.0031598715500751697	-0.115	0.4619	0.4985	-0.009	-0.027968849495938697	0.0761119262372929
2023-06-13	live_selected_shadow_idle	live	True	True	above_200dma_and_slope_60_positive	1.0	0.003008760991243638	-0.082	0.4614	0.4986	-0.0085	-0.049211784766774014	0.0340356190527793
2023-06-15	live_selected_shadow_idle	live	True	True	above_200dma_and_slope_60_positive	1.0	0.002670797779015155	-0.0691	0.4575	0.4983	-0.0048	-0.053182157061097746	0.02165065199617522
2023-06-16	live_selected_shadow_idle	live	True	True	above_200dma_and_slope_60_positive	1.0	0.0025187581838785594	-0.0848	0.459	0.4985	-0.0061	-0.040201020890963446	0.047147422987772636
2023-08-14	live_selected_shadow_idle	live	True	True	above_200dma_and_slope_60_positive	1.0	0.0008410194267788995	-0.0436	0.4801	0.4994	-0.0264	0.029730504036159955	0.06619807195766159
2023-08-15	live_selected_shadow_idle	live	True	False	above_200dma	1.0	-0.0005618786027868102	-0.0849	0.4654	0.4986	-0.0125	0.08449405308974711	0.10638292902876523
2023-08-16	live_selected_shadow_idle	live	True	False	above_200dma	1.0	-0.00099483084741759	-0.1004	0.4576	0.4983	-0.005	0.11787604408179009	0.14559324659599748
2023-08-17	live_selected_shadow_idle	live	True	False	above_200dma	1.0	-0.0006858203318025631	-0.1097	0.4554	0.4982	-0.0029	0.09943353907450869	0.18565133703755876
2023-08-18	live_selected_shadow_idle	live	True	False	above_200dma	1.0	-0.0006225008397338232	-0.1093	0.4613	0.4983	-0.0086	0.10866488175548294	0.17597104261452956
2023-08-23	live_selected_shadow_idle	live	True	False	above_200dma	1.0	-0.002096876388497293	-0.0868	0.461	0.4986	-0.0081	0.04157077746558513	0.17610055679714787
2023-08-29	live_selected_shadow_idle	live	True	False	above_200dma	1.0	-0.0006110358946895822	-0.0462	0.4583	0.4985	-0.0054	0.022945392505916207	0.15626871807522313
2023-09-29	live_selected_shadow_idle	live	True	True	above_200dma_and_slope_60_positive	1.0	0.0017551918066606536	-0.0524	0.4566	0.4984	-0.0038	-0.03498452588745682	0.2797295181649797
2023-10-02	live_selected_shadow_idle	live	True	True	above_200dma_and_slope_60_positive	1.0	0.0018966603797224775	-0.0534	0.4612	0.4984	-0.0085	-0.027810468144639167	0.2751619309822688
2023-10-03	live_selected_shadow_idle	live	True	True	above_200dma_and_slope_60_positive	1.0	0.001369301729131367	-0.0552	0.4708	0.4986	-0.0178	-0.014153015753467613	0.267875537055146
2023-12-20	live_selected_shadow_idle	live	True	True	above_200dma_and_slope_60_positive	1.0	0.0024481852484222817	-0.0426	0.4581	0.4985	-0.0052	0.13407034051395494	0.19456089825380052
2023-12-21	shadow_blocked_live_selected	live	True	True	above_200dma_and_slope_60_positive	1.0	0.003761521691301217	0.0	0.4953	0.5011	-0.0399	0.023982163568750048	0.12599434043181756
2023-12-22	shadow_blocked_live_selected	live	True	True	above_200dma_and_slope_60_positive	1.0	0.00470948922487923	0.0	0.5138	0.5009	-0.0585	0.018383674489038215	0.27008904136112855
2023-12-26	shadow_blocked_live_selected	live	True	True	above_200dma_and_slope_60_positive	1.0	0.004110812361133028	0.0	0.5155	0.5009	-0.0603	0.024580742587411164	0.26590859378669673
2023-12-27	live_selected_shadow_idle	live	True	True	above_200dma_and_slope_60_positive	1.0	0.004051219587299201	-0.0046	0.5058	0.5003	-0.0512	0.01603968764031105	0.3516038807257873
2023-12-28	live_selected_shadow_idle	live	True	True	above_200dma_and_slope_60_positive	1.0	0.003955711571679303	-0.0122	0.4975	0.4999	-0.0432	0.03569767087004916	0.3813953843227653
2024-01-30	live_selected_shadow_idle	live	True	True	above_200dma_and_slope_60_positive	1.0	0.0036053197642039515	-0.0345	0.4616	0.4984	-0.0088	0.04120235923254101	0.29503246388700277
2024-01-31	live_selected_shadow_idle	live	True	True	above_200dma_and_slope_60_positive	1.0	0.003277912795977859	-0.0391	0.4604	0.4983	-0.0077	0.056676391957452665	0.3392419398004738
2024-02-22	live_selected_shadow_idle	live	True	True	above_200dma_and_slope_60_positive	1.0	0.0018530760030996815	-0.0369	0.4708	0.4993	-0.0171	0.2786636455769407	0.4583866322285646
2024-02-23	live_selected_shadow_idle	live	True	True	above_200dma_and_slope_60_positive	1.0	0.0017323384733229918	-0.0345	0.4683	0.4989	-0.015	0.2815116172613099	0.5
2024-03-01	shadow_blocked_live_selected	live	True	True	above_200dma_and_slope_60_positive	1.0	0.00412463740485518	0.0	0.5039	0.5007	-0.0489	0.306358392626517	0.39432470879006454
2024-03-05	live_selected_shadow_idle	live	True	True	above_200dma_and_slope_60_positive	1.0	0.004267394916288462	-0.0136	0.4954	0.4999	-0.0412	0.35503326826233295	0.3368264981862925
2024-03-08	live_selected_shadow_idle	live	True	True	above_200dma_and_slope_60_positive	1.0	0.0037844919767757576	-0.0137	0.5024	0.5003	-0.0478	0.25947545061452115	0.29727510578340444
2024-03-12	live_selected_shadow_idle	live	True	True	above_200dma_and_slope_60_positive	1.0	0.00332722191314209	-0.0158	0.495	0.5	-0.0407	0.2543625461409218	0.33514688738396337
2024-03-21	both_selected	shared	True	True	above_200dma_and_slope_60_positive	1.0	0.003984783488679863	0.0	0.5347	0.5031	-0.0772	-0.028038251013542626	0.34574423199360416
2024-03-22	both_selected	shared	True	True	above_200dma_and_slope_60_positive	1.0	0.003929835338583058	0.0	0.5581	0.5027	-0.1011	-0.009890176453546395	0.3923418766261615
2024-03-25	both_selected	shared	True	True	above_200dma_and_slope_60_positive	1.0	0.005021532451044279	0.0	0.6024	0.5045	-0.1435	-0.03987021496159937	0.23102540615144296
2024-03-26	both_selected	shared	True	True	above_200dma_and_slope_60_positive	1.0	0.005384902272720564	0.0	0.5742	0.5033	-0.1165	-0.05909094353644517	0.17457903789227314
2024-03-27	both_selected	shared	True	True	above_200dma_and_slope_60_positive	1.0	0.005576314915343161	0.0	0.5607	0.5026	-0.1037	-0.06431864292616618	0.16570226001539567
2024-03-28	shadow_blocked_live_selected	live	True	True	above_200dma_and_slope_60_positive	1.0	0.005981583487674028	-0.0114	0.5307	0.5013	-0.0751	-0.025871601217648532	0.19704806046151213
2024-04-01	both_selected	shared	True	True	above_200dma_and_slope_60_positive	1.0	0.006880217238278149	0.0	0.5713	0.5031	-0.1138	-0.07996783746873515	0.145293621200264
2024-04-02	shadow_blocked_live_selected	live	True	True	above_200dma_and_slope_60_positive	1.0	0.006580154400665661	-0.0125	0.5377	0.5015	-0.0819	-0.07975560827313521	0.0772301077599924
2024-04-03	both_selected	shared	True	True	above_200dma_and_slope_60_positive	1.0	0.007131012156967964	0.0	0.558	0.5026	-0.101	-0.14303568740186112	0.02749788628631622
2024-04-04	both_selected	shared	True	True	above_200dma_and_slope_60_positive	1.0	0.006315737784683876	-0.0306	0.551	0.5021	-0.0946	-0.0947698835836378	0.059875962235817815
2024-04-05	shadow_blocked_live_selected	live	True	True	above_200dma_and_slope_60_positive	1.0	0.006568001401365656	-0.0346	0.5277	0.5011	-0.0722	-0.071856325871821	0.07290819204836585
2024-04-08	shadow_blocked_live_selected	live	True	True	above_200dma_and_slope_60_positive	1.0	0.006673918136225613	-0.0395	0.5218	0.501	-0.0664	-0.022936150994874338	0.11281017259248394
2024-04-09	live_selected_shadow_idle	live	True	True	above_200dma_and_slope_60_positive	1.0	0.006427387976616216	-0.042	0.5132	0.5006	-0.0583	-0.027888756793150726	0.07314693835930619
2024-04-10	live_selected_shadow_idle	live	True	True	above_200dma_and_slope_60_positive	1.0	0.006569915980743435	-0.0454	0.5062	0.5002	-0.0516	-0.023567899552712657	0.06947631509974594
2024-04-11	live_selected_shadow_idle	live	True	True	above_200dma_and_slope_60_positive	1.0	0.006835705658312848	-0.0039	0.5132	0.5006	-0.0583	-0.07607249953045503	0.028468333406031165
2024-04-12	live_selected_shadow_idle	live	True	True	above_200dma_and_slope_60_positive	1.0	0.006434430748610224	-0.0429	0.5084	0.5002	-0.0539	-0.01044726423741138	0.11320603270165819
2024-04-15	live_selected_shadow_idle	live	True	True	above_200dma_and_slope_60_positive	1.0	0.0059718732216595665	-0.0519	0.5002	0.5	-0.0459	0.013429984481596824	0.0729998581235638
2024-04-16	live_selected_shadow_idle	live	True	True	above_200dma_and_slope_60_positive	1.0	0.0055063482498680354	-0.0487	0.4987	0.4998	-0.0445	0.024965106342560217	0.0967398105727233
2024-04-17	live_selected_shadow_idle	live	True	True	above_200dma_and_slope_60_positive	1.0	0.0044183608323759525	-0.0912	0.5076	0.5001	-0.0531	0.09868473778768938	0.12498919502510764
2024-04-19	live_selected_shadow_idle	live	True	True	above_200dma_and_slope_60_positive	1.0	0.0032071907257741855	-0.1659	0.4565	0.4981	-0.0041	0.17345700903572725	0.11922828282452946
2024-04-22	live_selected_shadow_idle	live	True	True	above_200dma_and_slope_60_positive	1.0	0.0033594535648668283	-0.1476	0.4659	0.4986	-0.0129	0.18218472097720562	0.07633792148086327
2024-04-23	live_selected_shadow_idle	live	True	True	above_200dma_and_slope_60_positive	1.0	0.004078212085359212	-0.1215	0.4715	0.4988	-0.0183	0.13373644885262959	0.016005718179010087
2024-04-24	live_selected_shadow_idle	live	True	True	above_200dma_and_slope_60_positive	1.0	0.0037851678150572442	-0.1268	0.476	0.499	-0.0227	0.12971909248835667	0.03131150508339653
2024-04-25	live_selected_shadow_idle	live	True	True	above_200dma_and_slope_60_positive	1.0	0.004308929391265008	-0.1283	0.4729	0.4988	-0.0198	0.13165436969838118	0.023929002734629945
2024-04-26	live_selected_shadow_idle	live	True	True	above_200dma_and_slope_60_positive	1.0	0.00486839562196694	-0.1029	0.4655	0.4987	-0.0124	0.12756887515190352	-0.03970739902478748
2024-04-29	live_selected_shadow_idle	live	True	True	above_200dma_and_slope_60_positive	1.0	0.004825821115123027	-0.1066	0.4595	0.4984	-0.0068	0.16010840731786757	-0.06042325660396941
2024-04-30	live_selected_shadow_idle	live	True	True	above_200dma_and_slope_60_positive	1.0	0.004452009224860717	-0.1176	0.4657	0.4986	-0.0128	0.1648371361322143	-0.03142701355467048
2024-05-01	live_selected_shadow_idle	live	True	True	above_200dma_and_slope_60_positive	1.0	0.003867851561637566	-0.1397	0.4679	0.4984	-0.0151	0.1512306693601142	-0.016864161582374027
2024-05-02	live_selected_shadow_idle	live	True	True	above_200dma_and_slope_60_positive	1.0	0.0047251122563061335	-0.119	0.456	0.4983	-0.0033	0.11279264633148589	-0.08697591127217386
2024-05-03	live_selected_shadow_idle	live	True	True	above_200dma_and_slope_60_positive	1.0	0.004961179331245432	-0.1005	0.4558	0.4984	-0.0031	0.11743680539748746	-0.042545748764230895
2024-05-06	live_selected_shadow_idle	live	True	True	above_200dma_and_slope_60_positive	1.0	0.005788933415375889	-0.0579	0.4806	0.4995	-0.0267	0.05419131178782455	-0.15499871425043021
2024-05-07	live_selected_shadow_idle	live	True	True	above_200dma_and_slope_60_positive	1.0	0.005527813006169765	-0.0651	0.4774	0.4991	-0.0239	0.12163415603350325	-0.22238069239011893
2024-06-17	live_selected_shadow_idle	live	True	True	above_200dma_and_slope_60_positive	1.0	0.0049491198726527704	0.0	0.4963	0.5002	-0.0417	-0.19163905486134813	-0.4100656294103324
2024-06-18	shadow_blocked_live_selected	live	True	True	above_200dma_and_slope_60_positive	1.0	0.005516452213029573	0.0	0.5041	0.5007	-0.049	-0.23460411023756877	-0.4055392438263058
2024-06-20	live_selected_shadow_idle	live	True	True	above_200dma_and_slope_60_positive	1.0	0.0034641247602941257	-0.0603	0.5124	0.5006	-0.0575	-0.20757333933285893	-0.3953811025101919
2024-06-21	live_selected_shadow_idle	live	True	True	above_200dma_and_slope_60_positive	1.0	0.002681830296334405	-0.0906	0.5029	0.5	-0.0486	-0.1738569275769547	-0.3641249274321744
2024-06-26	live_selected_shadow_idle	live	True	True	above_200dma_and_slope_60_positive	1.0	0.002261017364352602	-0.0723	0.4772	0.4994	-0.0234	-0.24522340202610904	-0.36147793526161864
2024-06-27	live_selected_shadow_idle	live	True	True	above_200dma_and_slope_60_positive	1.0	0.00123988385972121	-0.1383	0.4821	0.4992	-0.0286	-0.17257802921245236	-0.2923693358681949
2024-06-28	live_selected_shadow_idle	live	True	True	above_200dma_and_slope_60_positive	1.0	0.0004521101707310867	-0.1428	0.4842	0.4993	-0.0305	-0.18003497700102666	-0.28533413766901206
2024-07-01	live_selected_shadow_idle	live	True	True	above_200dma_and_slope_60_positive	1.0	0.0009691980753052961	-0.1429	0.4788	0.499	-0.0254	-0.22019469109712564	-0.27182182533490273
2024-07-02	live_selected_shadow_idle	live	True	True	above_200dma_and_slope_60_positive	1.0	0.0011728816342872741	-0.1359	0.4705	0.4988	-0.0173	-0.17173238760064258	-0.171279883186653
2024-07-05	live_selected_shadow_idle	live	True	True	above_200dma_and_slope_60_positive	1.0	0.0011765899315648051	-0.1424	0.4672	0.4987	-0.0142	-0.2955927610267356	-0.21193013469243227
2024-07-08	live_selected_shadow_idle	live	True	True	above_200dma_and_slope_60_positive	1.0	0.0011194850587635586	-0.1483	0.4669	0.4986	-0.0139	-0.3081337785613375	-0.23245852257469435
2024-07-09	live_selected_shadow_idle	live	True	True	above_200dma_and_slope_60_positive	1.0	0.0004678440088731713	-0.1454	0.4743	0.4989	-0.021	-0.3213359736600301	-0.23859997759003515
2024-07-10	live_selected_shadow_idle	live	True	True	above_200dma_and_slope_60_positive	1.0	0.0017874028316371563	-0.1112	0.4714	0.499	-0.0181	-0.3635896807669782	-0.2534643291262304
2024-07-11	live_selected_shadow_idle	live	True	True	above_200dma_and_slope_60_positive	1.0	0.0011743055237412334	-0.1513	0.4726	0.4988	-0.0194	-0.29302002061453913	-0.21485062309360325
2024-07-12	live_selected_shadow_idle	live	True	True	above_200dma_and_slope_60_positive	1.0	0.0015390328409321085	-0.1297	0.4726	0.499	-0.0192	-0.3030325742861931	-0.22942717101828736
2024-07-15	live_selected_shadow_idle	live	True	True	above_200dma_and_slope_60_positive	1.0	0.0019628905198022296	-0.1471	0.4757	0.499	-0.0223	-0.2768395895109259	-0.21647432764318564
2024-07-16	live_selected_shadow_idle	live	True	True	above_200dma_and_slope_60_positive	1.0	0.0021694039127717318	-0.1692	0.4655	0.4986	-0.0125	-0.23570472920137187	-0.20229038628650275
2024-07-18	live_selected_shadow_idle	live	True	True	above_200dma_and_slope_60_positive	1.0	0.0012260744309336177	-0.1854	0.461	0.4984	-0.0083	-0.08939974689507346	-0.08965516434995935
2024-07-31	live_selected_shadow_idle	live	True	False	above_200dma	1.0	-0.0007246223076173101	-0.1973	0.4734	0.4992	-0.0198	-0.13622290225864675	-0.02704426542484406
2024-08-01	live_selected_shadow_idle	live	True	False	above_200dma	1.0	-0.002806952167149953	-0.2557	0.4825	0.499	-0.0291	-0.0585164251443373	0.06304798927390287
2024-08-02	live_selected_shadow_idle	live	False	False	outside_bullish_pocket	0.0	-0.004191969939982387	-0.3203	0.48	0.4987	-0.0269	0.03818771339878091	0.14768072159754086
2024-08-05	live_selected_shadow_idle	live	False	False	outside_bullish_pocket	0.0	-0.004622391591216883	-0.337	0.4906	0.4991	-0.0372	-0.02034944011448314	0.19641674956735544
2024-08-06	live_selected_shadow_idle	live	False	False	outside_bullish_pocket	0.0	-0.004673946113377274	-0.3475	0.4747	0.4988	-0.0216	0.003258437253116142	0.1694382228208391
2024-08-07	live_selected_shadow_idle	live	False	False	outside_bullish_pocket	0.0	-0.005569422962415827	-0.3501	0.4581	0.4984	-0.0054	0.029838666438136485	0.14804145187021245
2024-08-08	live_selected_shadow_idle	live	False	False	outside_bullish_pocket	0.0	-0.004827253356454471	-0.3106	0.4893	0.4997	-0.0352	-0.06180083045798157	0.08319760711957502
2024-08-09	live_selected_shadow_idle	live	False	False	outside_bullish_pocket	0.0	-0.004888886721057517	-0.2888	0.4798	0.4993	-0.0261	-0.07316292494652954	0.09293082676963338
2024-08-12	live_selected_shadow_idle	live	False	False	outside_bullish_pocket	0.0	-0.005007742563680721	-0.2577	0.4908	0.4997	-0.0367	-0.08231192905501439	0.11464495503058769
